17,170,12
17,180,13
17,189,14
18,7,12
18,30,19
18,56,14
18,63,9
18,73,7
18,74,1
18,80,5
18,87,17
18,89,13
18,99,19
18,109,13
18,121,16
18,149,5
18,150,12
18,153,5
18,177,13
18,183,1
18,200,14
19,12,3
19,29,14
19,44,20
19,47,14
19,55,8
19,56,19
19,71,18
19,93,6
19,116,9
19,127,14
19,139,11
19,145,18
19,151,4
19,176,6
19,194,4
20,23,13
20,24,14
20,54,15
20,78,9
20,81,13
20,84,17
20,85,14
20,96,17
20,101,5
20,107,18
20,108,18
20,121,13
20,123,19
20,125,1
20,138,19
20,166,16
20,185,15
20,188,13
20,190,11
21,4,8
21,12,12
21,14,5
21,20,13
21,22,8
21,27,20
21,46,3
21,52,13
21,55,6
21,68,17
21,70,16
21,72,4
21,73,18
21,87,15
21,89,13
21,98,19
21,100,15
21,101,11
21,103,8
21,112,7
21,133,18
21,136,20
21,142,13
21,143,18
21,147,2
21,156,13
21,168,19
21,173,13
21,178,15
21,194,7
21,195,13
22,4,12
22,12,4
22,14,12
22,17,3
22,18,17
22,42,4
22,54,13
22,59,10
22,65,5
22,94,6
22,100,1
22,122,20
22,126,4
22,139,6
22,141,5
22,143,13
22,153,13
22,168,9
22,187,12
23,18,15
23,23,14
23,31,15
23,33,5
23,41,8
23,53,3
23,61,15
23,63,1
23,70,6
23,88,8
23,96,7
23,99,2
23,108,16
23,127,1
23,129,13
23,139,5
23,144,15
23,147,17
23,153,13
23,154,1
23,164,1
23,167,7
23,180,8
23,188,8
24,17,5
24,25,6
24,26,13
24,32,5
24,37,19
24,40,6
24,41,19
24,57,2
24,81,16
24,85,18
24,87,1
24,113,15
24,131,10
24,134,18
24,151,4
24,191,19
25,5,13
25,13,5
25,21,11
25,63,5
25,81,16
25,83,7
25,86,20
25,90,7
25,91,8
25,94,12
25,115,5
25,116,7
25,118,13
25,119,2
25,120,13
25,144,13
25,158,16
25,159,17
25,161,19
25,172,8
25,189,20
25,198,16
26,2,10
26,14,17
26,16,14
26,26,15
26,30,15
26,50,18
26,75,4
26,77,1
26,81,9
26,106,2
26,122,4
26,125,3
26,134,15
26,135,18
26,185,18
26,187,15
26,193,8
26,194,8
26,198,6
27,13,20
27,18,16
27,36,3
27,73,14
27,97,2
27,103,3
27,142,20
27,143,19
27,144,8
27,158,13
27,159,4
27,164,15
27,170,15
27,189,13
27,199,18
28,12,12
28,25,8
28,28,11
28,59,16
28,62,18
28,84,11
28,85,15
28,86,4
28,89,15
28,99,7
28,105,18
28,108,6
28,110,7
28,120,2
28,134,4
28,144,4
28,151,10
28,156,12
28,157,20
28,163,11
28,173,5
28,183,3
28,196,4
29,4,5
29,10,15
29,19,2
29,25,16
29,35,9
29,38,6
29,40,19
29,41,8
29,43,2
29,56,10
29,67,3
29,70,20
29,77,18
29,91,20
29,98,2
29,102,8
29,113,15
29,129,20
29,137,5
29,141,8
29,142,1
29,158,14
29,161,3
29,169,14
29,170,11
29,179,4
29,184,1
29,197,11
30,22,10
30,38,20
30,51,20
30,66,7
30,83,5
30,90,10
30,94,11
30,100,2
30,102,5
30,106,6
30,112,4
30,144,9
30,155,3
30,165,2
30,169,2
30,173,17
30,175,17
30,192,10
30,196,18
30,198,10
31,3,16
31,15,15
31,39,11
31,43,13
31,55,20
31,63,3
31,72,7
31,73,8
31,92,13
31,99,20
31,138,18
31,142,18
31,162,20
31,166,12
31,170,6
31,185,8
31,191,16
31,197,1
32,14,1
32,31,14
32,32,5
32,35,18
32,36,12
32,40,10
32,41,6
32,48,18
32,58,18
32,60,3
32,61,17
32,64,1
32,86,16
32,88,2
32,92,20
32,93,7
32,103,13
32,108,5
32,126,13
32,128,6
32,132,5
32,140,11
32,152,12
32,156,14
32,168,3
32,180,18
33,3,16
33,8,5
33,27,4
33,34,14
33,44,2
33,84,16
33,85,8
33,92,20
33,95,8
33,108,16
33,117,18
33,120,15
33,131,14
33,136,7
33,141,2
33,153,2
33,154,12
33,178,11
33,193,13
33,196,20
34,12,12
34,39,16
34,76,17
34,82,4
34,104,20
34,105,19
34,110,13
34,129,1
34,130,10
34,136,18
34,148,18
34,153,11
34,171,20
34,184,18
35,11,8
35,35,7
35,45,8
35,47,9
35,71,17
35,74,1
35,77,5
35,79,12
35,83,18
35,86,20
35,90,3
35,98,8
35,102,7
35,114,14
35,115,7
35,139,15
35,140,12
35,148,13
35,161,15
35,168,3
35,199,2
36,1,17
36,10,6
36,20,3
36,27,9
36,37,18
36,58,19
36,76,2
36,121,5
36,128,11
36,129,1
36,130,20
36,167,14
36,182,14
36,195,3
36,197,2
37,34,14
37,36,8
37,48,4
37,53,13
37,59,15
37,65,4
37,68,3
37,86,6
37,89,7
37,97,5
37,113,5
37,132,12
37,135,8
37,138,18
37,154,9
37,174,15
37,175,15
37,176,2
37,182,4
37,184,4
37,187,4
37,188,10
38,7,15
38,14,8
38,26,7
38,44,13
38,72,1
38,109,15
38,111,2
38,119,16
38,159,20
38,172,3
38,174,14
38,184,5
38,198,6
39,46,10
39,50,7
39,56,14
39,65,14
39,68,13
39,75,2
39,80,6
39,82,4
39,88,11
39,101,14
39,122,17
39,127,11
39,128,15
39,162,10
39,163,16
39,168,19
39,174,8
39,181,9
39,195,8
39,198,10
40,8,20
40,25,3
40,33,2
40,34,9
40,43,19
40,49,2
40,55,19
40,56,12
40,58,11
40,61,8
40,67,11
40,74,3
40,88,10
40,95,15
40,100,13
40,105,15
40,118,12
40,125,2
40,136,1
40,140,3
40,149,20
40,152,10
40,156,16
40,158,12
40,185,16
40,193,14
41,4,6
41,15,17
41,72,1
41,73,11
41,84,15
41,88,9
41,92,19
41,102,18
41,104,9
41,109,15
41,111,3
41,112,6
41,132,5
41,134,12
41,137,3
41,167,7
41,178,10
41,193,12
42,4,14
42,5,7
42,18,6
42,40,17
42,55,2
42,67,20
42,77,16
42,84,6
42,100,7
42,131,19
42,145,7
42,146,6
42,160,6
42,175,8
42,179,4
42,180,12
42,188,19
43,3,3
43,6,8
43,17,17
43,25,20
43,35,1
43,49,9
43,50,18
43,85,4
43,110,10
43,112,9
43,123,3
43,132,10
43,137,3
43,145,15
43,148,3
43,171,20
43,179,4
43,185,1
44,10,15
44,12,11
44,21,17
44,26,13
44,42,8
44,68,11
44,81,5
44,89,1
44,106,10
44,113,14
44,150,13
44,152,16
44,162,2
44,163,3
44,186,3
44,200,7
45,8,7
45,22,9
45,46,16
45,53,4
45,58,7
45,61,13
45,82,18
45,102,2
45,104,13
45,110,8
45,111,5
45,117,19
45,123,12
45,133,6
45,134,16
45,135,17
45,144,8
45,149,9
45,150,7
45,161,7
45,167,14
45,175,17
45,177,5
45,180,13
45,182,11
45,187,17
46,3,6
46,14,4
46,15,14
46,19,16
46,20,17
46,29,14
46,57,12
46,62,16
46,73,3
46,75,19
46,83,5
46,114,19
46,121,8
46,129,4
46,132,1
46,133,9
46,134,16
46,139,4
46,145,15
46,161,8
46,178,8
46,190,19
47,7,10
47,11,2
47,18,9
47,22,11
47,24,9
47,48,20
47,54,20
47,70,9
47,73,14
47,74,4
47,88,7
47,95,10
47,97,20
47,104,20
47,112,10
47,115,1
47,126,13
47,128,9
47,137,7
47,145,14
47,146,13
47,150,15
47,165,6
47,179,9
47,196,16
48,1,2
48,13,13
48,20,5
48,22,1
48,33,18
48,38,11
48,39,18
48,74,20
48,77,19
48,79,8
48,92,14
48,106,14
48,107,6
48,122,2
48,143,5
48,146,9
48,155,7
48,170,10
48,177,2
48,187,4
49,1,1
49,9,18
49,18,4
49,22,15
49,23,2
49,36,4
49,37,12
49,40,5
49,41,11
49,48,18
49,92,5
49,97,1
49,119,16
49,146,20
49,154,13
49,158,2
49,164,9
49,172,8
49,174,3
49,188,2
49,197,3
50,16,20
50,28,5
50,31,19
50,32,13
50,34,18
50,36,6
50,62,15
50,68,9
50,77,8
50,78,8
50,80,4
50,84,18
50,91,18
50,93,19
50,105,8
50,128,14
50,140,20
50,148,7
50,151,16
50,160,9
50,168,13
50,179,18
50,195,4
