6934,31,26,4,1
6935,31,24,4,1
6936,31,44,4,1
6937,31,10,4,1
6938,32,45,2,2
6939,32,11,2,2
6940,32,5,2,2
6941,32,18,2,2
6942,32,16,2,2
6943,32,43,2,2
6944,32,12,2,2
6945,34,9,4,4
6946,34,44,4,4
6947,34,27,4,4
6948,34,1,4,4
6949,34,35,4,4
6950,34,24,4,4
6951,34,10,4,4
6952,34,14,4,4
6953,34,26,4,4
6954,35,11,2,2
6955,35,43,2,2
6956,35,45,2,2
6957,35,18,2,2
6958,35,16,2,2
6959,35,5,2,2
6960,35,12,2,2
6961,37,44,2,1
6962,37,1,2,1
6963,37,35,2,1
6964,37,9,2,1
6965,37,10,2,1
6966,37,14,2,1
6967,37,27,2,1
6968,37,24,2,1
6969,37,26,2,1
6970,38,16,3,3
6971,38,11,3,3
6972,38,12,3,3
6973,38,5,3,3
6974,38,18,3,3
6975,38,45,3,3
6976,38,43,3,3
6977,40,24,3,2
6978,40,10,3,2
6979,40,44,3,2
6980,40,35,3,2
6981,40,27,3,2
6982,40,9,3,2
6983,40,26,3,2
6984,40,1,3,2
6985,40,14,3,2
6986,41,12,2,4
6987,41,5,2,4
6988,41,45,2,4
6989,41,43,2,4
6990,41,18,2,4
6991,41,11,2,4
6992,41,16,2,4
6993,43,26,2,2
6994,43,1,2,2
6995,43,10,2,2
6996,43,35,2,2
6997,43,9,2,2
6998,43,14,2,2
6999,43,44,2,2
7000,43,24,2,2
7001,43,27,2,2
7002,44,43,1,1
7003,44,12,1,1
7004,44,18,1,1
7005,44,16,1,1
7006,44,5,1,1
7007,44,45,1,1
7008,44,11,1,1
7009,46,35,3,5
7010,46,1,3,5
7011,46,10,3,5
7012,46,9,3,5
7013,46,44,3,5
7014,46,14,3,5
7015,46,27,3,5
7016,46,24,3,5
7017,46,26,3,5
7018,47,18,3,4
7019,47,45,3,4
7020,47,43,3,4
7021,47,5,3,4
7022,47,16,3,4
7023,47,11,3,4
7024,47,12,3,4
7025,49,10,3,2
7026,49,44,3,2
7027,49,35,3,2
7028,49,1,3,2
7029,49,27,3,2
7030,49,26,3,2
7031,49,14,3,2
7032,49,24,3,2
7033,49,9,3,2
7034,50,45,1,2
7035,50,43,1,2
7036,50,11,1,2
7037,50,5,1,2
7038,50,16,1,2
7039,50,12,1,2
7040,50,18,1,2
7041,52,35,2,2
7042,52,44,2,2
7043,52,14,2,2
7044,52,26,2,2
7045,52,10,2,2
7046,52,27,2,2
7047,52,24,2,2
7048,52,1,2,2
7049,52,9,2,2
7050,53,16,3,1
7051,53,11,3,1
7052,53,43,3,1
7053,53,18,3,1
7054,53,45,3,1
7055,53,5,3,1
7056,53,12,3,1
7057,55,9,2,1
7058,55,14,2,1
7059,55,27,2,1
7060,55,26,2,1
7061,55,44,2,1
7062,55,1,2,1
7063,55,35,2,1
7064,55,10,2,1
7065,55,24,2,1
7066,56,18,2,2
7067,56,16,2,2
7068,56,43,2,2
7069,56,12,2,2
7070,56,45,2,2
7071,56,11,2,2
7072,56,5,2,2
7073,58,44,4,3
7074,58,10,4,3
7075,58,1,4,3
7076,58,9,4,3
7077,58,27,4,3
7078,58,24,4,3
7079,58,26,4,3
7080,58,14,4,3
7081,58,35,4,3
7082,59,5,3,4
7083,59,16,3,4
7084,59,18,3,4
7085,59,45,3,4
7086,59,43,3,4
7087,59,12,3,4
7088,59,11,3,4
7089,61,26,2,2
7090,61,24,2,2
7091,61,44,2,2
7092,61,27,2,2
7093,61,14,2,2
7094,61,1,2,2
7095,61,35,2,2
7096,61,10,2,2
7097,61,9,2,2
7098,62,5,3,2
7099,62,11,3,2
7100,62,18,3,2
7101,62,45,3,2
7102,62,43,3,2
7103,62,12,3,2
7104,62,16,3,2
7105,64,44,4,3
7106,64,10,4,3
7107,64,27,4,3
7108,64,35,4,3
7109,64,26,4,3
7110,64,14,4,3
7111,64,24,4,3
7112,64,9,4,3
7113,64,1,4,3
7114,65,5,1,4
7115,65,43,1,4
7116,65,18,1,4
7117,65,11,1,4
7118,65,16,1,4
7119,65,45,1,4
7120,65,12,1,4
7121,67,9,3,3
7122,67,35,3,3
7123,67,44,3,3
7124,67,24,3,3
7125,67,1,3,3
7126,67,14,3,3
7127,67,10,3,3
7128,67,26,3,3
7129,67,27,3,3
7130,68,5,3,4
7131,68,11,3,4
7132,68,45,3,4
7133,68,16,3,4
7134,68,12,3,4
7135,68,18,3,4
7136,68,43,3,4
7137,70,1,4,1
7138,70,9,4,1
7139,70,44,4,1
7140,70,35,4,1
7141,70,14,4,1
7142,70,24,4,1
7143,70,27,4,1
7144,70,10,4,1
7145,70,26,4,1
7146,71,43,1,1
7147,71,45,1,1
7148,71,16,1,1
7149,71,12,1,1
7150,71,5,1,1
7151,71,18,1,1
7152,71,11,1,1
7153,73,26,2,1
7154,73,9,2,1
7155,73,27,2,1
7156,73,14,2,1
7157,73,1,2,1
7158,73,44,2,1
7159,73,35,2,1
7160,73,10,2,1
7161,73,24,2,1
7162,74,12,1,2
7163,74,5,1,2
7164,74,16,1,2
7165,74,18,1,2
7166,74,11,1,2
7167,74,43,1,2
7168,74,45,1,2
7169,76,35,2,3
7170,76,26,2,3
7171,76,1,2,3
7172,76,14,2,3
7173,76,9,2,3
7174,76,10,2,3
7175,76,27,2,3
7176,76,44,2,3
7177,76,24,2,3
7178,77,18,2,2
7179,77,16,2,2
7180,77,5,2,2
7181,77,11,2,2
7182,77,43,2,2
7183,77,12,2,2
7184,77,45,2,2
7185,79,14,2,1
7186,79,35,2,1
7187,79,44,2,1
7188,79,24,2,1
7189,79,27,2,1
7190,79,9,2,1
7191,79,26,2,1
7192,79,1,2,1
7193,79,10,2,1
7194,80,12,2,2
7195,80,11,2,2
7196,80,16,2,2
7197,80,43,2,2
7198,80,45,2,2
7199,80,18,2,2
7200,80,5,2,2
7201,82,26,2,1
7202,82,14,2,1
7203,82,24,2,1
7204,82,27,2,1
7205,82,10,2,1
7206,82,35,2,1
7207,82,1,2,1
7208,82,9,2,1
7209,82,44,2,1
7210,83,16,2,5
7211,83,43,2,5
7212,83,18,2,5
7213,83,45,2,5
7214,83,12,2,5
7215,83,5,2,5
7216,83,11,2,5
7217,85,1,3,5
7218,85,26,3,5
7219,85,24,3,5
7220,85,10,3,5
7221,85,35,3,5
7222,85,9,3,5
7223,85,27,3,5
7224,85,44,3,5
7225,85,14,3,5
7226,86,16,1,1
7227,86,11,1,1
7228,86,5,1,1
7229,86,18,1,1
7230,86,43,1,1
7231,86,45,1,1
7232,86,12,1,1
7233,88,9,2,4
7234,88,27,2,4
7235,88,24,2,4
7236,88,1,2,4
7237,88,10,2,4
7238,88,35,2,4
7239,88,26,2,4
7240,88,44,2,4
7241,88,14,2,4
7242,89,45,3,5
7243,89,11,3,5
7244,89,18,3,5
7245,89,43,3,5
7246,89,5,3,5
7247,89,16,3,5
7248,89,12,3,5
7249,91,24,4,1
7250,91,10,4,1
7251,91,14,4,1
7252,91,1,4,1
7253,91,9,4,1
7254,91,35,4,1
7255,91,26,4,1
7256,91,27,4,1
7257,91,44,4,1
7258,92,45,3,4
7259,92,43,3,4
7260,92,5,3,4
7261,92,18,3,4
7262,92,16,3,4
7263,92,11,3,4
7264,92,12,3,4
7265,94,10,2,1
7266,94,24,2,1
7267,94,14,2,1
7268,94,9,2,1
7269,94,35,2,1
7270,94,27,2,1
7271,94,26,2,1
7272,94,1,2,1
7273,94,44,2,1
7274,95,5,1,5
7275,95,45,1,5
7276,95,12,1,5
7277,95,43,1,5
7278,95,16,1,5
7279,95,18,1,5
7280,95,11,1,5
7281,97,10,2,1
7282,97,1,2,1
7283,97,26,2,1
7284,97,9,2,1
7285,97,27,2,1
7286,97,14,2,1
7287,97,24,2,1
7288,97,35,2,1
7289,97,44,2,1
7290,98,12,1,3
7291,98,43,1,3
7292,98,11,1,3
7293,98,45,1,3
7294,98,16,1,3
7295,98,18,1,3
7296,98,5,1,3
7297,100,10,3,5
7298,100,35,3,5
7299,100,1,3,5
7300,100,24,3,5
7301,100,14,3,5
7302,100,26,3,5
7303,100,27,3,5
7304,100,9,3,5
7305,100,44,3,5
7306,101,5,3,3
7307,101,18,3,3
7308,101,43,3,3
7309,101,45,3,3
7310,101,16,3,3
7311,101,11,3,3
7312,101,12,3,3
7313,103,14,4,1
7314,103,9,4,1
7315,103,1,4,1
7316,103,26,4,1
7317,103,27,4,1
7318,103,35,4,1
7319,103,24,4,1
7320,103,10,4,1
7321,103,44,4,1
7322,104,43,2,5
7323,104,18,2,5
7324,104,45,2,5
7325,104,16,2,5
7326,104,5,2,5
7327,104,11,2,5
7328,104,12,2,5
7329,106,10,4,2
7330,106,9,4,2
7331,106,1,4,2
7332,106,26,4,2
7333,106,27,4,2
7334,106,35,4,2
7335,106,14,4,2
7336,106,24,4,2
7337,106,44,4,2
7338,107,16,3,3
7339,107,43,3,3
7340,107,12,3,3
7341,107,45,3,3
7342,107,11,3,3
7343,107,18,3,3
7344,107,5,3,3
7345,109,9,2,4
7346,109,1,2,4
7347,109,44,2,4
7348,109,35,2,4
7349,109,26,2,4
7350,109,27,2,4
7351,109,24,2,4
7352,109,14,2,4
7353,109,10,2,4
7354,110,11,2,1
7355,110,16,2,1
7356,110,5,2,1
7357,110,12,2,1
7358,110,43,2,1
7359,110,18,2,1
7360,110,45,2,1
7361,112,10,3,2
7362,112,26,3,2
7363,112,9,3,2
7364,112,35,3,2
7365,112,27,3,2
7366,112,44,3,2
7367,112,1,3,2
7368,112,14,3,2
7369,112,24,3,2
7370,113,11,3,4
7371,113,12,3,4
7372,113,5,3,4
7373,113,43,3,4
7374,113,18,3,4
7375,113,16,3,4
7376,113,45,3,4
7377,115,26,4,3
7378,115,1,4,3
7379,115,24,4,3
7380,115,9,4,3
7381,115,14,4,3
7382,115,27,4,3
7383,115,44,4,3
7384,115,35,4,3
7385,115,10,4,3
7386,116,11,2,1
7387,116,45,2,1
7388,116,12,2,1
7389,116,5,2,1
7390,116,18,2,1
7391,116,16,2,1
7392,116,43,2,1
7393,118,14,3,3
7394,118,24,3,3
7395,118,44,3,3
7396,118,35,3,3
7397,118,1,3,3
7398,118,10,3,3
7399,118,27,3,3
7400,118,26,3,3
7401,118,9,3,3
7402,119,18,1,1
7403,119,5,1,1
7404,119,16,1,1
7405,119,43,1,1
7406,119,11,1,1
7407,119,12,1,1
7408,119,45,1,1
7409,121,9,4,5
7410,121,1,4,5
7411,121,24,4,5
7412,121,27,4,5
7413,121,14,4,5
7414,121,10,4,5
7415,121,44,4,5
7416,121,35,4,5
7417,121,26,4,5
7418,122,43,3,2
7419,122,18,3,2
7420,122,12,3,2
7421,122,11,3,2
7422,122,45,3,2
7423,122,5,3,2
7424,122,16,3,2
7425,124,14,3,3
7426,124,44,3,3
7427,124,10,3,3
7428,124,26,3,3
7429,124,1,3,3
7430,124,9,3,3
7431,124,27,3,3
7432,124,35,3,3
7433,124,24,3,3
7434,125,43,3,3
7435,125,12,3,3
7436,125,11,3,3
7437,125,5,3,3
7438,125,16,3,3
7439,125,45,3,3
7440,125,18,3,3
7441,127,27,4,4
7442,127,14,4,4
7443,127,26,4,4
7444,127,10,4,4
7445,127,24,4,4
7446,127,44,4,4
7447,127,1,4,4
7448,127,9,4,4
7449,127,35,4,4
7450,128,11,3,5
7451,128,43,3,5
7452,128,16,3,5
7453,128,5,3,5
7454,128,18,3,5
7455,128,12,3,5
7456,128,45,3,5
7457,130,35,2,2
7458,130,10,2,2
7459,130,1,2,2
7460,130,14,2,2
7461,130,44,2,2
7462,130,24,2,2
7463,130,9,2,2
7464,130,26,2,2
7465,130,27,2,2
7466,131,18,3,4
7467,131,45,3,4
7468,131,12,3,4
7469,131,5,3,4
7470,131,16,3,4
7471,131,11,3,4
7472,131,43,3,4
7473,133,35,4,4
7474,133,44,4,4
7475,133,14,4,4
7476,133,26,4,4
7477,133,9,4,4
7478,133,1,4,4
7479,133,27,4,4
7480,133,10,4,4
7481,133,24,4,4
7482,134,12,2,5
7483,134,11,2,5
7484,134,43,2,5
7485,134,18,2,5
7486,134,5,2,5
7487,134,45,2,5
7488,134,16,2,5
7489,136,44,4,2
7490,136,10,4,2
7491,136,9,4,2
7492,136,14,4,2
7493,136,24,4,2
7494,136,26,4,2
7495,136,27,4,2
7496,136,1,4,2
7497,136,35,4,2
7498,137,45,1,1
7499,137,11,1,1
7500,137,12,1,1
7501,137,5,1,1
7502,137,16,1,1
7503,137,18,1,1
7504,137,43,1,1
7505,139,10,4,1
7506,139,14,4,1
7507,139,9,4,1
7508,139,44,4,1
7509,139,24,4,1
7510,139,26,4,1
7511,139,35,4,1
7512,139,27,4,1
7513,139,1,4,1
7514,140,45,3,1
7515,140,18,3,1
7516,140,16,3,1
7517,140,43,3,1
7518,140,11,3,1
7519,140,5,3,1
7520,140,12,3,1
